Stocks,Date,Party,Category,Transaction Type,Quantity,Value Traded (₹),Holdings change(%),Average Trade Price(₹)
"Goyal Associates Ltd","2024-07-04","JAI VINAYAK SECURITIES","Bulk","buy","278168","564681.0399999999","0.5926348868175766","2.03"
"GEM Enviro Management Ltd","2024-07-04","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .","Bulk","buy","96000","19233600","0.9119927040583675","200.35"
"GEM Enviro Management Ltd","2024-07-04","VINOD KUMAR","Bulk","buy","145600","29170960","1.3831889344885242","200.35"
"GEM Enviro Management Ltd","2024-07-04","TOPGAIN FINANCE PRIVATE LIMITED","Bulk","sell","179200","35902720","1.7023863809089528","200.35"
"GEM Enviro Management Ltd","2024-07-04","GREEN PEAKS ENTERPRISES LLP","Bulk","sell","240000","48084000","2.279981760145919","200.35"
"GEM Enviro Management Ltd","2024-07-04","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","sell","428800","85910080","4.073567411460708","200.35"
"GCM Commodity & Derivatives Ltd","2024-07-04","ROHAN VIRAJ MALHOTRA","Bulk","buy","66000","485100","0.8886495220142723","7.35"
"Galaxy Agrico Exports Ltd","2024-07-04","GB HOSPITALITY (INDIA) PRIVATE LIMITED","Bulk","buy","22500","1050300","0.5749152958130835","46.68"
"VMS Industries Ltd","2024-07-04","BHAIJEE PORTFOLIO PRIVATE LIMITED","Bulk","sell","158793","6855093.8100000005","0.8994757868165337","43.17"
"Visagar Financial Services Ltd","2024-07-04","NITIN BAKSHI","Bulk","sell","3934002","4366742.220000001","0.6737273854458518","1.11"
"Visagar Financial Services Ltd","2024-07-04","CAMELLIA TRADEX PRIVATE LIMITED","Bulk","sell","5500000","6160000.000000001","0.9419163030298878","1.12"
"Titan Intech Ltd","2024-07-04","BHAIJEE PORTFOLIO PRIVATE LIMITED","Bulk","sell","90725","4367501.5","1.1130090435343136","48.14"
"Titan Intech Ltd","2024-07-04","KAMLESH  VERMA","Bulk","buy","149000","7312920","1.8279233671712618","49.08"
"SVS Ventures Ltd","2024-07-04","YELLOWSTONE VENTURES LLP","Bulk","buy","186000","2023680.0000000002","0.8712099265096955","10.88"
"Sonal Adhesives Ltd","2024-07-04","XTENDED BUSINESS REPORTING LIMITED","Bulk","buy","39632","3354056.1599999997","0.6538854974426662","84.63"
"PVV Infra Ltd","2024-07-04","CHAUSA TECHNOLOGIES PRIVATE LIMITED","Bulk","buy","146100","2954142","0.6357204119903397","20.22"
"Euro-Leder Fashion Ltd","2024-07-04","NARENDRA BABU KADATHUR HARIDAS","Bulk","buy","32940","757620","0.8424929504517465","23"
"Empower India Ltd","2024-07-04","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","buy","7500000","19350000","0.6444414229211626","2.58"
"Amraworld Agrico Ltd","2024-07-04","JAI VINAYAK SECURITIES","Bulk","buy","419056","620202.88","0.3483424771404821","1.48"
"Alstone Textiles (India) Ltd","2024-07-04","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","sell","13700000","13426000","1.0746783809224976","0.98"
"Godrej Consumer Products Ltd","2024-07-04","BNG SUCCESSOR TRUST","Block","sell","745000","1018452250","0.07284672051270699","1367.05"
"Godrej Consumer Products Ltd","2024-07-04","SNG SUCCESSOR TRUST","Block","sell","1312000","1793569600","0.12828845276868667","1367.05"
"Mahindra and Mahindra Ltd","2024-07-04","Manoj Varghese","Insider - Designated Person","buy","1386","4024182","0.00012432993565274577","2903.4502164502164"
"Godrej Consumer Products Ltd","2024-07-04","GODREJ SEEDS & GENETICS LIMITED","Block","buy","1000000","1367050000","0.09778083290296241","1367.05"
"Nelco Ltd","2024-07-04","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","239387","204271320.97","1.049139516443131","853.31"
"Nath Bio-Genes (I) Ltd","2024-07-04","ADROIT FINANCIAL SERVICES PVT LTD","Bulk","sell","133322","34957028.4","0.7015470427278467","262.2"
"Nath Bio-Genes (I) Ltd","2024-07-04","ADROIT FINANCIAL SERVICES PVT LTD","Bulk","buy","133322","34813040.64","0.7015470427278467","261.12"
"Medicamen Organics Ltd","2024-07-04","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","buy","60000","7911000","0.6976744186046512","131.85"
"Maxposure Ltd","2024-07-04","SAHASTRAA ADVISORS PRIVATE LIMITED","Bulk","sell","130000","13798200","0.3915438574298458","106.14"
"Mangalam Global Enterprise Ltd","2024-07-04","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .","Bulk","buy","1065000","28030800","0.7930303219237653","26.32"
"Kshitij Polyline Ltd","2024-07-04","YMD FINANCIAL CONSULTANCY PRIVATE LIMITED","Bulk","sell","526048","4139997.7600000002","1.0385464992429765","7.87"
"KBC Global Ltd","2024-07-04","ACHINTYA SECURITIES PRIVATE LIMITED","Bulk","buy","5469903","11158602.120000001","0.8217041099158189","2.04"
"Kay Cee Energy & Infra Ltd","2024-07-04","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","sell","72000","25239600","0.9290322580645162","350.55"
"Kay Cee Energy & Infra Ltd","2024-07-04","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","buy","26000","9085180","0.33548387096774196","349.43"
"Hrh Next Services Ltd","2024-07-04","RAVI ASHOK KOTHARI","Bulk","buy","57000","1938000","0.9193548387096774","34"
"Greaves Cotton Ltd","2024-07-04","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","1778718","282229185.06","0.7678518669315259","158.67"
"Godha Cabcon & Insulation Ltd","2024-07-04","TOPGAIN FINANCE PRIVATE LIMITED","Bulk","buy","7500000","7950000","2.9366620724220027","1.06"
"Durlax Top Surface Ltd","2024-07-04","MANSI SHARE AND STOCK ADVISORS PVT LTD","Bulk","sell","114000","10026300","0.9140328089671429","87.95"
"Diensten Tech Ltd","2024-07-04","CAMELLIA TRADEX PRIVATE LIMITED","Bulk","buy","49200","13018320.000000002","0.8128676284719113","264.6"
"Diensten Tech Ltd","2024-07-04","TOPGAIN FINANCE PRIVATE LIMITED","Bulk","buy","7200","1850904","0.11895623831296263","257.07"
"DCG Cables & Wires Ltd","2024-07-04","MANSI SHARE AND STOCK ADVISORS PVT LTD","Bulk","buy","108000","19691640","0.8212927756653993","182.33"
"Cigniti Technologies Ltd","2024-07-04","ASHIKA CREDIT CAPITAL LIMITED","Bulk","sell","199315","278058377.05","0.7312444502704796","1395.07"
"Cigniti Technologies Ltd","2024-07-04","COFORGE LIMITED","Bulk","buy","3021293","4266821039.25","11.084483048897715","1412.25"
"AGI Greenpac Ltd","2024-07-04","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","421545","358991937.45","0.6515642418353843","851.61"
"VETO Switch Gears And Cables Ltd","2024-07-04","KRONE INVESTMENTS","Bulk","buy","123125","17156237.5","0.6441276484436307","139.34"
"Vaishali Pharma Ltd","2024-07-04","GANDHI BHAVER AMRITLAL","Bulk","sell","51232","8365673.279999999","0.48578575077139063","163.29"
"UMA Exports Ltd","2024-07-04","BLUESKY INFRA DEVELOPERS PRIVATE LIMITED","Bulk","sell","325000","28041000","0.9612589001482705","86.28"
"Sakuma Exports Ltd","2024-07-04","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","2722792","89198665.92","1.156197913157128","32.76"
"Sakuma Exports Ltd","2024-07-04","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","2722792","89634312.64","1.156197913157128","32.92"
"Omni AX's Software Ltd","2024-07-04","SUNIL  MISHRA","Bulk","buy","70006","268122.98","0.4065861307933558","3.83"
"Modern Engineering and Projects Ltd","2024-07-04","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","buy","20000","3145000","0.6472491909385113","157.25"
"Khoobsurat Ltd","2024-07-04","PRADEEP BABULAL SHAH","Bulk","buy","6905000","9114600","4.056817223386433","1.32"
"IGC Industries Ltd","2024-07-04","RAJU  HARIHARAN","Bulk","buy","13600","497896","0.6071428571428571","36.61"
"IFL Enterprises Ltd","2024-07-04","NIKHIL RAJESH SINGH","Bulk","sell","4727306","6996412.88","1.8902682575533762","1.48"
"HIM Teknoforge Ltd","2024-07-04","F3 ADVISORS PRIVATE LIMITED","Bulk","buy","51101","10252904.639999999","0.6496427162111036","200.64"
"Goyal Associates Ltd","2024-07-04","YOGESHKUMARSHUKLA","Bulk","buy","552459","1088344.23","1.1770098535286284","1.97"
"Golkonda Aluminium Extrusions Ltd","2024-07-04","ARUN JAIN","Bulk","sell","28395","416554.65","0.5388547585742808","14.67"
"GEM Enviro Management Ltd","2024-07-04","PARESH DHIRAJLAL SHAH","Bulk","buy","1600","320560","0.015199878400972791","200.35"
"GEM Enviro Management Ltd","2024-07-04","GLOBALWORTH SECURITIES LIMITED","Bulk","buy","1600","320560","0.015199878400972791","200.35"
"GEM Enviro Management Ltd","2024-07-04","PARESH DHIRAJLAL SHAH","Bulk","sell","124800","25003680","1.1855905152758779","200.35"
"GEM Enviro Management Ltd","2024-07-04","VENKATA NAGARAJU PADALA","Bulk","buy","192000","38467200","1.823985408116735","200.35"
"Franklin Industries Ltd","2024-07-04","PRANAV PARESH SHAH","Bulk","sell","1199982","5987910.180000001","3.3327834158209604","4.99"
"Euro-Leder Fashion Ltd","2024-07-04","DINESH  JETHANI","Bulk","sell","36857","847711","0.9426764625015186","23"
"Cressanda Railway Solutions Ltd","2024-07-04","ABHINAV COMMOSALES","Bulk","sell","500000","5645000","0.1229646814469058","11.29"
"Amraworld Agrico Ltd","2024-07-04","VAIDEHI RAGHUVEER SHIDORE","Bulk","sell","610000","878400","0.5070656691604323","1.44"
"Amraworld Agrico Ltd","2024-07-04","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","buy","2811048","4047909.1199999996","2.33669825436409","1.44"
"UR Sugar Industries Ltd","2024-07-04","SKSE SECURITIES LIMITED CORP CM/TM PROP A/C","Bulk","buy","59278","851232.08","0.11291047619047619","14.36"
"Sawaca Business Machines Ltd","2024-07-04","SETU SECURITIES PVT. LTD.","Bulk","sell","3189693","2424166.68","21.470373581570914","0.76"
"PVV Infra Ltd","2024-07-04","KOTVAK LOGISTICS LLP","Bulk","sell","198000","3958019.9999999995","0.8615512770300291","19.99"
"Godrej Consumer Products Ltd","2024-07-04","GODREJ SEEDS & GENETICS LIMITED","Block","buy","745000","1018452250","0.07284672051270699","1367.05"
"Godrej Consumer Products Ltd","2024-07-04","HNG FAMILY TRUST","Block","sell","1000000","1367050000","0.09778083290296241","1367.05"
"Mideast Portfolio Management Ltd","2024-07-04","MIDEAST RETAIL PVT LTD","Insider - Promoter Group","sell","25000","250000",,"10"
"Rashi Peripherals Ltd","2024-07-04","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","595936","234852418.23999998","1.4262332079501414","394.09"
"Rama Steel Tubes Ltd","2024-07-04","AVIATOR GLOBAL INVESTMENT FUND","Bulk","sell","13042825","147383922.5","0.9333180127730609","11.3"
"Rachana Infrastructure Ltd","2024-07-04","GLOBALWORTH SECURITIES LIMITED","Bulk","buy","89400","7885080","0.4805159903251814","88.2"
"Rachana Infrastructure Ltd","2024-07-04","CHANDAN  CHAURASIYA","Bulk","buy","111300","9811095","0.598226283257189","88.15"
"Oriental Trimex Ltd","2024-07-04","JIGNA V DESAI","Bulk","buy","192139","2209598.5","0.653469422376142","11.5"
"NBCC (India) Ltd","2024-07-04","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","9180353","1659348804.75","0.5100196111111112","180.75"
"Kshitij Polyline Ltd","2024-07-04","RAMESH LAL","Bulk","sell","378335","3022896.65","0.7469251661275996","7.99"
"KBC Global Ltd","2024-07-04","ACHINTYA SECURITIES PRIVATE LIMITED","Bulk","sell","7119003","14522766.120000001","1.069436519002813","2.04"
"Inox Wind Ltd","2024-07-04","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","7199190","1140063728.4","2.208689436628049","158.36"
"Godha Cabcon & Insulation Ltd","2024-07-04","SWETABEN HARDIK SHAH","Bulk","sell","2921119","3067174.95","1.1437785835108383","1.05"
"Godha Cabcon & Insulation Ltd","2024-07-04","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","sell","8500000","9010000","3.328217015411603","1.06"
"Godha Cabcon & Insulation Ltd","2024-07-04","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","buy","5000000","5300000","1.9577747149480018","1.06"
"Ge Power India Ltd","2024-07-04","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","533247","239273261.36999997","0.7931980663083399","448.71"
"Garden Reach Shipbuilders & Engineers Ltd","2024-07-04","HRTI PRIVATE LIMITED","Bulk","sell","558554","1436936020.3999999","0.4875986451567847","2572.6"
"Durlax Top Surface Ltd","2024-07-04","SELVAMURTHY    AKILANDESWARI","Bulk","buy","84000","7138320","0.6734978592389474","84.98"
"Diensten Tech Ltd","2024-07-04","TOPGAIN FINANCE PRIVATE LIMITED","Bulk","sell","57600","14973695.999999998","0.9516499065037011","259.96"
"Diensten Tech Ltd","2024-07-04","SHARE INDIA SECURITIES LIMITED","Bulk","sell","76800","20119296.000000004","1.2688665420049348","261.97"
"DCG Cables & Wires Ltd","2024-07-04","MANSI SHARE AND STOCK ADVISORS PVT LTD","Bulk","sell","87600","15583163.999999998","0.6661596958174905","177.89"
"Cupid Ltd","2024-07-04","MINERVA VENTURES FUND","Bulk","sell","1500000","131460000","0.5623031938821413","87.64"
"UMA Exports Ltd","2024-07-04","WORTHY DISTRIBUTORS PRIVATE LIMITED","Bulk","buy","325000","28041000","0.9612589001482705","86.28"
"Uma Converter Ltd","2024-07-04","LIESHA CORPORATION PRIVATE LIMITED .","Bulk","sell","108000","3549959.9999999995","0.5326944682540239","32.87"
"Trucap Finance Ltd","2024-07-04","IND SWIFT LABORATORIES LIMITED","Bulk","buy","796365","38687411.699999996","0.685253148146918","48.58"
"Skipper Ltd","2024-07-04","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","662431","259878305.61","0.6301977120344936","392.31"
"Sakuma Exports Ltd","2024-07-04","AL MALAKI FOODSTUFF TRADING LLC","Bulk","sell","2500000","78300000","1.0615922122926835","31.32"
"Sakuma Exports Ltd","2024-07-04","HRTI PRIVATE LIMITED","Bulk","buy","7460576","241498845.11999997","3.16803575232708","32.37"
"Suncare Traders Ltd","2024-07-04","SETU SECURITIES PVT. LTD.","Bulk","sell","2499998","4749996.2","1.4851767361729937","1.9"
"PVV Infra Ltd","2024-07-04","CTIL MEDIA PRIVATE LIMITED","Bulk","buy","175900","3516240.9999999995","0.765388230452435","19.99"
"Ontic Finserve Ltd","2024-07-04","ASHISH N SHAH","Bulk","sell","621651","410289.66000000003","6.90700309989667","0.66"
"Money Masters Leasing and Finance Ltd","2024-07-04","KARMRAJSINH RAJENDRASINH PARMAR","Bulk","sell","64401","10139937.45","0.6415573902528026","157.45"
"Khoobsurat Ltd","2024-07-04","VIKI JAYESHKUMAR SHAH","Bulk","buy","3866000","5103120","2.271347630066901","1.32"
"Khoobsurat Ltd","2024-07-04","ANKIT MAHENDRABHAI PARLESHA","Bulk","sell","18900000","24948000","11.104105071977347","1.32"
"Kaycee Industries Ltd","2024-07-04","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","buy","181","12115805.149999999","0.2851740979990547","66938.15"
"Kaycee Industries Ltd","2024-07-04","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","sell","526","35206994.699999996","0.8287379864502915","66933.45"
"Johnson Pharmacare Ltd","2024-07-04","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","buy","2777253","3193840.9499999997","0.504955090909091","1.15"
"Goyal Associates Ltd","2024-07-04","VANDANATIWARI","Bulk","sell","152113","311831.64999999997","0.3240756324900133","2.05"
"Goyal Associates Ltd","2024-07-04","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .","Bulk","sell","500000","1000000","1.0652463382157125","2"
"G G Engineering Ltd","2024-07-04","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","buy","8532545","23379173.3","2.0012535640795233","2.74"
"Gagan Gases Ltd","2024-07-04","JATESH  JAIN","Bulk","buy","25290","746307.9","0.5596990151598982","29.51"
"Franklin Industries Ltd","2024-07-04","PARESH DHIRAJLAL SHAH","Bulk","buy","771920","3851880.8000000003","2.143900637126653","4.99"
"Diligent Industries Ltd","2024-07-04","SKA ASSET SOLUTIONS LLP","Bulk","buy","213000","1491000","0.9312696747114375","7"
"Diligent Industries Ltd","2024-07-04","VIRAL DINESH SHAH","Bulk","buy","589761","3721391.9099999997","2.57852833158447","6.31"
"Diligent Industries Ltd","2024-07-04","SKA ASSET SOLUTIONS LLP","Bulk","sell","821229","5181954.989999999","3.5905430220356767","6.31"
"Decillion Finance Ltd","2024-07-04","CINCO STOCK VISION LLP","Bulk","buy","25000","955749.9999999999","0.7142857142857143","38.23"
"Cressanda Railway Solutions Ltd","2024-07-04","INTEX COMMOSALES LLP","Bulk","sell","2719741","30515494.020000003","0.668864171366178","11.22"
"Ashirwad Steels And Industries Ltd","2024-07-04","SWAGAT TREXIM PRIVATE LIMITED","Bulk","sell","70698","2862562.02","0.565584","40.49"
"Alstone Textiles (India) Ltd","2024-07-04","TOPGAIN FINANCE PRIVATE LIMITED","Bulk","sell","7909256","7355608.08","0.620431126451208","0.93"
"Alstone Textiles (India) Ltd","2024-07-04","SAHASTRAA ADVISORS PRIVATE LIMITED","Bulk","sell","27574673","25920192.619999997","2.1630587543144024","0.94"
"Yogi Infra Projects Ltd","2024-07-04","RAMA KRISHNA REDDY SEELAM","Bulk","sell","100000","1301000","0.5936197746619335","13.01"
"Titan Intech Ltd","2024-07-04","KOTVAK LOGISTICS LLP","Bulk","sell","205794","10055094.84","2.524668868615051","48.86"
"VETO Switch Gears And Cables Ltd","2024-07-04","QE SECURITIES LLP","Bulk","sell","124224","17504403.84","0.6498770599006016","140.91"
"VETO Switch Gears And Cables Ltd","2024-07-04","KRONE INVESTMENTS","Bulk","sell","109944","15265724.399999999","0.575171331415119","138.85"
"Vaishali Pharma Ltd","2024-07-04","GANDHI BHAVER AMRITLAL","Bulk","buy","99232","16604490.56","0.9409254298201639","167.33"
"Uma Converter Ltd","2024-07-04","LIESHA CORPORATION PRIVATE LIMITED .","Bulk","buy","108000","3553200","0.5326944682540239","32.9"
"Sunflag Iron and Steel Co Ltd","2024-07-04","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","1259582","325047730.92","0.6989156908304369","258.06"
"Sakuma Exports Ltd","2024-07-04","MANOJKUMAR MADHAVLAL CHAUDHARI","Bulk","sell","7258153","227325351.96","3.0820794801715112","31.32"
"Sakuma Exports Ltd","2024-07-04","MATHISYS ADVISORS LLP","Bulk","buy","1989694","64983406.03999999","0.8448974620981915","32.66"
"Rachana Infrastructure Ltd","2024-07-04","GLOBALWORTH SECURITIES LIMITED","Bulk","sell","120200","10572792","0.6460628863208815","87.96"
"Maxposure Ltd","2024-07-04","SAHASTRAA ADVISORS PRIVATE LIMITED","Bulk","buy","130000","13873600","0.3915438574298458","106.72"
"Mangalam Global Enterprise Ltd","2024-07-04","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .","Bulk","sell","780000","20537400","0.5808109400005042","26.33"
"Kshitij Polyline Ltd","2024-07-04","RAMESH LAL","Bulk","buy","700772","5536098.8","1.3834941057992791","7.9"
"Kingfa Science and Technology (India) Ltd","2024-07-04","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","69288","188714182.56","0.5721334637880425","2723.62"
"Kay Cee Energy & Infra Ltd","2024-07-04","EPITOME TRADING AND INVESTMENTS","Bulk","buy","75000","26205000","0.967741935483871","349.4"
"Godha Cabcon & Insulation Ltd","2024-07-04","SAHASTRAA ADVISORS PRIVATE LIMITED","Bulk","sell","8401275","8905351.5","3.2895607536649547","1.06"
"Godha Cabcon & Insulation Ltd","2024-07-04","SAHASTRAA ADVISORS PRIVATE LIMITED","Bulk","buy","8435032","8941133.92","3.3027784738754544","1.06"
"Globe Textiles (India) Ltd","2024-07-04","CITADEL SECURITIES INDIA MARKETS PRIVATE LIMITED","Bulk","buy","2096975","7632989","1.1388485548061436","3.64"
"Diensten Tech Ltd","2024-07-04","SELVAMURTHY    AKILANDESWARI","Bulk","buy","42000","11073299.999999998","0.6939113901589486","263.65"
"Castrol India Ltd","2024-07-04","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","5107122","1270703024.82","0.5163286245071974","248.81"
"Agarwal Float Glass India Ltd","2024-07-04","UMA SHANKAR AGARWAL","Bulk","sell","69000","4850010","0.9525797516334672","70.29"
"Abans Holdings Ltd","2024-07-04","GENESIS GRAND GENERAL TRADING L.L.C","Bulk","buy","350000","171804500","0.6979626470333098","490.87"
"Aakash Exploration Services Ltd","2024-07-04","NK SECURITIES RESEARCH PRIVATE LIMITED","Bulk","buy","615264","9911903.04","0.6076681481481482","16.11"
"Suncare Traders Ltd","2024-07-04","SETU SECURITIES PVT. LTD.","Bulk","buy","2499998","4749996.2","1.4851767361729937","1.9"
"Suncare Traders Ltd","2024-07-04","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","buy","4263499","8100648.1","2.5328218380561998","1.9"
